#,Produit,Marque,Catégorie,Nuit,Texture,Prix,Note,Avis,BSR,Actifs,Cibles,Types de peau,Moment,Fréquence,Grossesse,Peau sensible,Irritation(0-5),Force(1-5),Preuve(1-5),Sans parfum,Sentiment,Peau grasse,Peau sèche,Peau mixte,Peau sensible,Peau normale,Customers say,Image
96,Paula's Choice CLINICAL 1% Retinol Treatment,Paula's Choice,traitement,,,45.5,4.3,5484,5084,rétinol,"acne, fine_lines, pores, texture, tone_evenness, wrinkles","grasse, mixte, normale, seche",pm,1-2x/sem,⛔,⚠,4,4,5,oui,0.82,👍 oui,👍 oui,👍 oui,⚠️ prudence,👍 oui,"Customers find the retinol serum effective, with one mentioning it works well for acne and fine lines, while others note it helps with wrinkles and even skin tone. The product receives positive feedback for its texture, making skin smooth and soft, though opinions about its size are mixed, with many…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/096_B00L5O2ZXK.png
97,Olay Regenerist Retinol24 Night,AmazonUs/PRFZ7,traitement,,,29.94,4.6,15563,1216,rétinol,"acne, fine_lines, pores, texture, tone_evenness, wrinkles","grasse, mixte, normale, seche",pm,1-2x/sem,⛔,⚠,4,4,5,oui,0.82,👍 oui,👍 oui,👍 oui,⚠️ prudence,👍 oui,"Customers find the moisturizer effective and appreciate its silky texture, with one noting it performs as well as high-end products. The cream is fragrance-free and leaves skin feeling moisturized and soft. While some customers report their skin looks fantastic and feels like a baby's butt, others e…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/097_B07XQBY5QQ.png
98,Drunk Elephant A-Passioni Retinol Cream,Drunk Elephant,traitement,,,76,4.5,348,50175,rétinol 1%,"acne, fine_lines, pores, texture, tone_evenness, wrinkles","grasse, mixte, normale, seche",pm,1-2x/sem,⛔,⚠,4,4,5,?,0.82,👍 oui,👍 oui,👍 oui,⚠️ prudence,👍 oui,"Customers find the retinol cream effective, with one reporting dramatic skin improvements and another noting fine lines fade quickly. The product receives positive feedback for its texture, leaving faces smooth and fresh, and one customer mentions it hydrates beautifully. While some customers consid…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/098_B08TGGGZM5.png
99,Medik8 Crystal Retinal 3,Medik8,traitement,,,48.75,4.4,773,3580,rétinal,"acne, fine_lines, pores, texture, tone_evenness, wrinkles","grasse, mixte, normale, seche",pm,1-2x/sem,⛔,⚠,4,4,5,oui,0.84,👍 oui,👍 oui,👍 oui,👍 oui,👍 oui,"Customers report noticeable improvements within two weeks, including clearer skin and reduced dark spots, with their skin looking brighter and overall tone improving. The serum is non-irritating for sensitive skin, keeps it soft, and customers feel rejuvenated and refreshed every morning. While many…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/099_B0BHX7NYJG.png
100,Avène Retrinal 0.1 Intensive,Pierre Fabre,traitement,,,47.6,4.5,489,5627,rétinal,"acne, fine_lines, pores, texture, tone_evenness, wrinkles","grasse, mixte, normale, seche",pm,1-2x/sem,⛔,⚠,4,4,5,?,0.83,👍 oui,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find the retinol cream effective at improving skin texture, leaving it smoother and more radiant with consistent use. The product receives positive feedback for its quality, with one customer noting it's a high-quality retinol product. While some customers find it gentle on sensitive skin,…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/100_B0DPNMY8WR.png
101,PanOxyl Acne Foaming Wash 10% BPO,"Crown Laboratories, Inc.",traitement,,,9.07,4.6,81391,12,peroxyde de benzoyle,acne,"grasse, mixte",pm,1-2x/sem,ok,⚠,3,4,5,oui,0.80,👍 oui,⚠️ prudence,👍 oui,⚠️ prudence,👍 oui,"Customers find this acne wash effective, particularly for oily skin, and consider it good value for money. The product receives mixed feedback regarding skin sensitivity, with some saying it doesn't irritate sensitive skin while others report burning sensations. Customers disagree on the cleaning ef…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/101_B081KL2QYJ.png
102,La Roche-Posay Effaclar (acné),Factory EU - France COSMETIQUE ACTIVE PRODUCTION,traitement,,,18.79,4.7,906,4636,acide salicylique,"acne, comedones, pores, shine","grasse, mixte",pm,3x/sem,⛔,⚠,2,3,5,?,0.83,👍 oui,⚠️ prudence,👍 oui,👍 oui,👍 oui,"Customers report that the acne treatment works wonders, completely clearing their skin within 2 days. The product receives positive feedback for its texture, with one customer noting its lightweight gel-cream formula that absorbs quickly, and they find it worth the price. While the product is gentle…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/102_B0F3CD1Y9B.png
103,Naturium Azelaic Topical Acid 10%,Naturium,traitement,,,15.19,4.4,5206,1728,azélaïque,"acne, dark_spots, post_acne_marks, redness, tone_evenness","grasse, mixte, normale, seche, sensible",pm,3x/sem,ok,ok,1,3,4,oui,0.84,👍 oui,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find the serum effective at reducing redness, irritation, and hyperpigmentation, while also improving skin texture and making it look brighter and more glowy. The product receives positive feedback for its quality and value for money, with customers noting it works well under makeup. The f…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/103_B086Z6T13D.png
104,Murad Rapid Dark Spot Correcting Serum,Murad,traitement,,,58.8,4.2,2159,11037,tranexamique/glycolic,"dark_spots, post_acne_marks, tone_evenness","mixte, normale, seche",pm,3x/sem,ok,ok,1,3,3,?,0.81,👍 oui,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find the serum effective at fading dark spots and appreciate its smooth, silky texture. The product receives positive feedback for its quality, with one customer describing it as a skincare staple. Opinions are mixed regarding effectiveness, value for money, skin irritation, fragrance, and…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/104_B08KR79NBR.png
105,La Roche-Posay Mela B3 Dark Spot Serum,Factory EU - France COSMETIQUE ACTIVE PRODUCTION,traitement,,,32.03,4.4,14084,737,niacinamide/tranexamique,"dark_spots, pores, post_acne_marks, redness, shine, tone_evenness","grasse, mixte, normale, seche, sensible",pm,3x/sem,ok,ok,1,3,4,?,0.82,👍 oui,👍 oui,👍 oui,👍 oui,👍 oui,"Customers give positive feedback about the serum's texture, noting it makes skin feel smooth and leaves a noticeable difference, while also appreciating its smooth application and gentle formula for sensitive skin. The product receives mixed reviews for its effectiveness in treating dark spots, with…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/105_B0CM4B43DZ.png
106,Aztec Secret Indian Healing Clay,Aztec Secret,masque,,,15.95,4.6,28824,27019,argile bentonite,"comedones, pores, shine","grasse, mixte",pm,1-2x/sem,ok,⚠,1,2,3,oui,0.83,👍 oui,⚠️ prudence,👍 oui,⚠️ prudence,👍 oui,"Customers find the clay mask effective and say it works wonders for their skin, leaving it feeling great and smooth. Moreover, the product reduces pores and helps with acne, while offering good value with plenty of product for the price. However, opinions are mixed regarding skin appearance, with so…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/106_B00S7ZPB8Q.png
107,The Ordinary Salicylic Acid 2% Masque,DECIEM,masque,,,13.8,4.6,4769,4019,argile/BHA,"acne, comedones, fine_lines, flaking, pores, shine","grasse, mixte, normale, seche",pm,1-2x/sem,⛔,⚠,2,3,5,?,0.82,👍 oui,⚠️ prudence,👍 oui,👍 oui,👍 oui,"Customers find the mask effective at clearing pores and calming acne conditions, while also appreciating how it leaves skin soft and smooth without causing irritation. Moreover, the product receives positive feedback for its quality. However, customers disagree on the value for money, with some cons…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/107_B07SZ9PTLP.png
108,Innisfree Super Volcanic Pore Clay Mask,Innisfree,masque,,,12.6,4.6,1992,5934,argile volcanique,"comedones, pores, shine","grasse, mixte",pm,1-2x/sem,ok,⚠,1,2,3,?,0.84,👍 oui,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find this clay mask effective at reducing pores and leaving skin smooth and hydrated without dryness. The mask is easy to remove with cotton pads and dries quickly without feeling too tight, while also brightening complexion and reducing redness. They appreciate that it doesn't irritate se…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/108_B0CQZ3W88P.png
109,Origins Clear Improvement Charcoal Mask,Origins,masque,,,39,4.5,534,27937,charbon,"fine_lines, flaking, pores, shine","grasse, mixte, normale, seche",pm,1-2x/sem,ok,⚠,1,2,4,?,0.80,👍 oui,⚠️ prudence,👍 oui,⚠️ prudence,👍 oui,"Customers find the face mask effective, with one mentioning it clarifies pores with regular usage. Moreover, the mask dries quickly and is easy to wash off, leaving skin feeling smoother. However, opinions on value for money are mixed, with some finding it worth the price while others consider it ex…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/109_B07N1TCC7L.png
110,Neutrogena Hydro Boost Hydrating Mask,Kenvue,masque,,,35.88,4.3,3736,24688,hydratant (hydrogel),flaking,"normale, seche",pm,1-2x/sem,ok,ok,0,1,3,non,0.84,👍 oui,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find the face mask effective at hydrating and moisturizing, leaving skin soft and smooth with a refreshed appearance. The product receives positive feedback for its quality, value for money, and ability to improve skin health, with one customer noting visible results after one day of use. …",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/110_B076H45H68.png
111,Laneige Water Sleeping Mask,LANEIGE,masque,,,23.1,4.6,585,4498,hydratant nuit,flaking,"normale, seche",pm,1-2x/sem,ok,ok,0,1,3,?,0.84,👍 oui,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find the sleeping mask hydrating, with one noting it absorbs well without leaving an oily residue. The product receives positive feedback for its texture, with one customer describing it as a lightweight gel that feels refreshing, and its effectiveness in making skin look better and illumi…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/111_B0F7ZJQP4K.png
112,Summer Fridays Jet Lag Mask,Summer Fridays,masque,,,49,4.6,1056,4404,hydratant,flaking,"normale, seche",pm,1-2x/sem,ok,ok,0,1,3,oui,0.84,⚠️ prudence,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find the mask hydrating and effective, particularly for dry and sensitive skin, with one noting it's a deep hydrating overnight treatment. Moreover, the product receives positive feedback for its soft, supple feel, beautiful glow, and versatility as a staple in skincare routines. However, …",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/112_B09FYCGF57.png
113,Drunk Elephant F-Balm Waterfacial,Drunk Elephant,masque,,,56,4.5,422,168604,hydratant nuit,flaking,"normale, seche",pm,1-2x/sem,ok,ok,0,1,3,?,0.82,👍 oui,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find the face mask effective, with one noting it helps their skin feel normal and another describing it as a perfect addition to their skincare routine. The product receives positive feedback for its texture, as it's not oily or sticky, and one customer mentions it soaks right into the fac…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/113_B07ZQMX331.png
114,The Ordinary AHA 30% + BHA 2% Peeling,DECIEM,masque,,,9.5,4.6,30603,801,peeling fort,"radiance, texture, tone_evenness",tous,pm,1-2x/sem,ok,⚠,4,4,4,?,0.82,👍 oui,⚠️ prudence,👍 oui,👎 non,👍 oui,"Customers find the exfoliating solution effective, with their skin looking brighter and smoother after use, and one customer noting a difference after the first application. The product receives positive feedback for its value, with customers appreciating that it's good for the price and can be left…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/114_B071D4D5DT.png
115,Dr Dennis Gross Alpha Beta Daily Peel,Dr. Dennis Gross,masque,,,75.2,4.5,3929,7368,AHA/BHA pads,"acne, comedones, fine_lines, flaking, pores, radiance, shine, texture, tone_evenness","grasse, mixte, normale, seche",pm,1-2x/sem,⛔,⚠,3,3,5,non,0.82,👍 oui,⚠️ prudence,👍 oui,⚠️ prudence,👍 oui,"Customers report that the skin exfoliant transforms their complexion, making it smooth, glowing, and even-toned. Moreover, they find it easy to use and consider it a must-have for their daily skincare routine, with one customer noting it can be used 2-3 times a week. The product receives positive fe…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/115_B00EFYG5VU.png
116,Drunk Elephant T.L.C. Sukari Babyfacial,Drunk Elephant,masque,,,80,4.5,1054,59827,AHA/BHA peeling,"acne, comedones, fine_lines, flaking, pores, radiance, shine, texture, tone_evenness","grasse, mixte, normale, seche",pm,1-2x/sem,⛔,⚠,4,4,5,?,0.82,👍 oui,👍 oui,👍 oui,⚠️ prudence,👍 oui,"Customers find the face mask effective and appreciate how it leaves their skin smooth and soothed, with a radiant glow. The product receives mixed feedback regarding value for money, with some saying it's worth the price while others find it overpriced. Customers disagree on the product's sensitivit…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/116_B0GT7NJXV9.png
117,Origins Drink Up Intensive Overnight Mask,Origins,masque,,,39,4.7,624,26275,"acide hyaluronique, niacinamide, avocat","fine_lines, flaking, pores, redness, shine, tone_evenness","grasse, mixte, normale, seche, sensible",pm,1-2x/sem,ok,ok,0,2,4,?,0.80,⚠️ prudence,👍 oui,👍 oui,⚠️ prudence,👍 oui,"Customers find the face mask effective at moisturizing, particularly for winter dry skin, and appreciate its softness, with one noting it sinks perfectly into the skin. The mask has a pleasant fragrance, and customers like its consistency, with one mentioning it's not greasy. Opinions on value for m…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/117_B07N1V73VJ.png
118,La Roche-Posay Cicaplast Baume B5,La Roche-Posay,masque,,,14.23,4.7,21446,68,panthénol/madécassoside,"flaking, redness","normale, seche, sensible",pm,1-2x/sem,ok,ok,0,1,3,oui,0.86,👍 oui,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find this moisturizer effective for skin barrier repair and appreciate its light texture that doesn't feel heavy or greasy. The product soothes and calms skin, with one customer noting it helps with eczema, and they report no breakouts or irritations. They like its compatibility with sensi…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/118_B0060OUV5Y.png
119,Dr. Jart+ Cicapair Sheet Mask,Dr.Jart+,masque,,,7,4.5,215,21883,centella,"flaking, redness","normale, seche, sensible",pm,1-2x/sem,ok,ok,0,1,3,?,0.83,👍 oui,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find the face mask hydrating and effective at reducing redness, with one mentioning it's particularly helpful after laser procedures. Moreover, the product receives positive feedback for its quality, soothing properties, and suitability for sensitive skin, with customers noting their skin …",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/119_B0D2D1VPD4.png
120,Kiehl's Calendula Petal Calming Mask,Kiehl's Since 1851,masque,,,47,4.5,171,98210,calendula,"flaking, redness","normale, seche, sensible",pm,1-2x/sem,ok,ok,0,1,3,oui,0.83,👍 oui,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find the face mask effective at reducing redness and soothing their skin, with one mentioning it works well for sunburn relief. Moreover, the texture receives positive feedback, with customers noting it feels soft and moist, and one describing it as having a jelly-like consistency. Additio…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/120_B08QFC5NS1.png
121,The Ordinary Caffeine Solution 5% + EGCG,DECIEM,contour_yeux,,,9.2,4.4,17936,303,caféine,"under_eye_circles, under_eye_puffiness",tous,both,daily,ok,ok,0,1,3,?,0.78,👍 oui,👍 oui,👍 oui,⚠️ prudence,👍 oui,"Customers find the eye serum effective at reducing puffiness and dark circles, though some report it made their under-eye area worse. The texture receives mixed feedback, with some describing it as smooth while others find it sticky, and customers disagree on whether it's worth the price. Moreover, …",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/121_B01MUZVE1C.png
122,CeraVe Eye Repair Cream,CeraVe,contour_yeux,,,12.72,4.3,73806,343,niacinamide/céramides,"flaking, pores, redness, shine, tone_evenness","grasse, mixte, normale, seche, sensible",both,daily,ok,ok,0,2,4,oui,0.81,👍 oui,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find the eye cream effective at moisturizing, particularly for dry skin and wrinkles, with a light texture that's gentle on the skin. The product receives mixed feedback regarding its effectiveness, with some reporting good results while others say it didn't work for them. Skin compatibili…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/122_B00JJPMXDO.png
123,The INKEY List Caffeine Eye Cream,The INKEY List,contour_yeux,,,7.7,4.0,5773,3267,caféine,"under_eye_circles, under_eye_puffiness",tous,both,daily,ok,ok,0,1,3,?,0.80,👍 oui,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find the eye cream adds just enough moisture to the under-eye area, leaving it looking brighter and refreshed throughout the day, with a silky texture that's smooth to apply. The product receives mixed feedback regarding its effectiveness, with some reporting good results while others say …",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/123_B07GLNN427.png
124,Neutrogena Hydro Boost Eye Gel-Cream,Johnson & Johnson,contour_yeux,,,14.67,4.5,21089,5577,acide hyaluronique,"fine_lines, flaking","mixte, normale, seche",both,daily,ok,ok,0,1,4,oui,0.83,👍 oui,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find the eye cream effective at moisturizing and working well under makeup, with a silky texture that feels nice while applying and afterward. Moreover, the product helps diminish eye lines and makes the area look better, while being good value for money and not leaving a greasy texture. H…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/124_B00NR1YIKM.png
125,RoC Retinol Correxion Eye Cream,Roc,contour_yeux,,,41.39,4.6,468,119809,rétinol,"acne, fine_lines, pores, texture, tone_evenness, wrinkles","grasse, mixte, normale, seche",both,daily,⛔,⚠,4,4,5,oui,0.72,👍 oui,⚠️ prudence,👍 oui,⚠️ prudence,👍 oui,"Customers find the eye cream effective at reducing wrinkles and fine lines, noting that dark circles become less noticeable.",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/125_B000NE8C5I.png
126,Olay Eyes Ultimate Eye Cream,Procter & Gamble,contour_yeux,,,29.94,4.3,13078,6665,peptides/teinté,"fine_lines, wrinkles","mixte, normale, seche",both,daily,ok,ok,0,2,3,oui,0.79,👍 oui,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find the eye cream decent and appreciate its skin-colored tint that brightens the eyes. The texture receives positive feedback for being silky and leaving the skin soft, with no greasy residue. However, the moisturizing effect and value for money receive mixed reviews, with some saying it …",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/126_B01EHW5JYI.png
127,La Roche-Posay Pigmentclar Eyes,La Roche-Posay,contour_yeux,,,33.73,4.4,3785,12024,niacinamide/caféine,"pores, redness, shine, tone_evenness, under_eye_circles, under_eye_puffiness","grasse, mixte, sensible",both,daily,ok,ok,0,2,4,?,0.79,👍 oui,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find the eye cream's texture smooth and appreciate its cooling applicator tip. The product receives positive feedback for its quality, with one customer noting it serves as a good base for makeup. Dark circle coverage and effectiveness receive mixed reviews, with some customers reporting i…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/127_B00HR1JRTU.png
128,Kiehl's Creamy Eye Treatment Avocado,Kiehl's Since 1851,contour_yeux,,,28,4.5,2935,2512,avocat/hydratant,flaking,"normale, seche",both,daily,ok,ok,0,1,3,?,0.83,⚠️ prudence,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find the eye cream effective at hydrating the under-eye area and removing puffiness, with a smooth texture that feels great on dry skin. The product receives positive feedback for its moisturizing properties, with one customer noting it makes skin more supple. While some customers say it's…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/128_B000S97MAY.png
129,Drunk Elephant C-Tango Eye Cream,Drunk Elephant,contour_yeux,,,65,4.4,1096,59853,vit C/peptides,"dark_spots, fine_lines, radiance, tone_evenness, wrinkles","mixte, normale, seche",both,daily,ok,⚠,1,3,4,?,0.81,👍 oui,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find the eye cream effective, making their eyes look better, and appreciate its moisturizing properties that keep the area hydrated. The product receives positive feedback for its texture, with one customer noting it's not greasy, and its smooth application. While some customers consider i…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/129_B07CNJPVXP.png
130,CeraVe Skin Renewing Eye Cream,CeraVe,contour_yeux,,,16.88,4.5,9210,816,"peptides, caféine, céramides","fine_lines, flaking, redness, under_eye_circles, under_eye_puffiness, wrinkles","mixte, normale, seche, sensible",both,daily,ok,ok,0,2,4,oui,0.86,👍 oui,👍 oui,👍 oui,⚠️ prudence,👍 oui,"Reconstruit depuis les avis : contour des yeux tres apprecie, leger et non gras, hydrate toute la journee, attenue ridules/pattes doie et cernes, petit format mais une noisette suffit, bon rapport qualite-prix. Quelques utilisateurs signalent irritation/dermatite (peau sensible).",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/130_B0B3GCCRVH.png
131,Tatcha Luminous Deep Hydration Firming Eye Serum,Tatcha,contour_yeux,,,92,4.4,342,66253,caféine/algue,"flaking, under_eye_circles, under_eye_puffiness","normale, seche",both,daily,ok,ok,0,1,3,?,0.81,👍 oui,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find this eye serum effective, noting it makes a huge difference under their eyes and helps with puffiness. The product receives positive feedback for its quality. Regarding value for money, while some customers consider it well worth the price, others find it pricey for the small tube siz…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/131_B019IG2IWE.png
132,Naturium Vitamin Bright Illuminating Eye Cream,Naturium,contour_yeux,,,15.29,4.1,357,54105,"vitamine K, pigments illuminateurs, caféine","tone_evenness, under_eye_circles, under_eye_puffiness",tous,both,daily,ok,ok,0,2,3,?,0.78,👍 oui,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find the eye cream moisturizing and effective for dark circles, with subtle pigments that brighten the under-eye area. The product has a nice sheen and soft texture, and one customer notes it works well for sensitive skin. The quantity receives mixed feedback, with several customers mentio…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/132_B0CFYQC6FV.png
133,Hero Cosmetics Mighty Patch Original,Mighty Patch,soin_cible,,,10.39,4.6,184159,3,hydrocolloïde,acne,"grasse, mixte",pm,3x/sem,ok,ok,0,1,3,oui,0.88,👍 oui,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find the acne patches effective, particularly for whiteheads, and appreciate their quality, ease of application, and compatibility with all skin types, noting they don't irritate sensitive skin. The patches stick well throughout the night, though opinions on value are mixed, with some find…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/133_B074PVTPBW.png
134,Starface Hydro-Star Patches,Starface,soin_cible,,,10.49,4.5,9309,3517,hydrocolloïde,acne,"grasse, mixte",pm,3x/sem,ok,ok,0,1,3,oui,0.84,👍 oui,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find these pimple patches effective and easy to use, with positive feedback about their adhesiveness and portability, noting they fit well in purses and are perfect for traveling. Customers appreciate their appearance, with one customer mentioning they clear up hormonal acne blemishes over…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/134_B0B4V88LMC.png
135,Mario Badescu Drying Lotion,Mario Badescu Skin Care Inc.,soin_cible,,,10.8,4.5,36398,2073,soufre/calamine,"acne, redness, shine","grasse, mixte, sensible",pm,3x/sem,ok,⚠,2,3,3,?,0.82,👍 oui,⚠️ prudence,👍 oui,⚠️ prudence,👍 oui,"Customers find the drying lotion effective, working fast and clearing blemishes overnight. The product improves skin appearance by relieving redness and swelling, and customers consider it worth the price. However, customers disagree on whether it dries out the skin, with some finding it extremely d…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/135_B0017SWIU4.png
136,Neutrogena On-the-Spot Acne Treatment,Kenvue,soin_cible,,,7.94,4.6,4273,2225,peroxyde benzoyle 2.5%,acne,"grasse, mixte",pm,1-2x/sem,ok,⚠,3,4,5,oui,0.84,👍 oui,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find the acne spot treatment effective, working almost instantly and clearing pimples within 48 hours, while being gentle on sensitive skin and not causing irritation. The product is easy to use and offers good value, with one customer noting it layers well under moisturizer or makeup. Cus…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/136_B00UOLIOC6.png
138,Clinique Acne Solutions Clinical Clearing Gel,Clinique,soin_cible,,,24,4.6,171,13687,BHA,"acne, comedones, fine_lines, flaking, pores, shine","grasse, mixte, normale, seche",pm,3x/sem,⛔,⚠,2,3,5,oui,0.80,👍 oui,⚠️ prudence,👍 oui,⚠️ prudence,👍 oui,"Customers find the acne treatment effective, particularly as a quick spot treatment, with one mentioning it helps calm and shrink pimples over time. The product receives mixed feedback regarding skin irritation, with some customers reporting that it burns their skin.",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/138_B0DS6MZC9S.png
139,Peace Out Acne Healing Dots,PEACE OUT,soin_cible,,,13.3,4.5,886,5211,hydrocolloïde/BHA,"acne, comedones, fine_lines, flaking, pores, shine","grasse, mixte, normale, seche",pm,3x/sem,⛔,⚠,2,3,5,oui,0.80,👍 oui,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find the acne patches effective, noting they work just as well as cheaper brands. The adhesion receives mixed feedback - while some say they stick well, others report they don't adhere properly.",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/139_B07JLH43QJ.png
140,Kate Somerville EradiKate Acne Treatment,Kate Somerville,soin_cible,,,20.3,4.5,2676,10151,soufre 10%,"acne, shine","grasse, mixte",pm,3x/sem,ok,⚠,2,3,3,?,0.81,👍 oui,⚠️ prudence,👍 oui,⚠️ prudence,👍 oui,"Customers find the acne treatment very effective, noting it works overnight. The product's drying properties receive mixed feedback - while some customers say it's not overly drying, others mention it tends to dry out the skin pretty good.",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/140_B001ZSBI8Y.png
141,Hero Cosmetics Micropoint for Blemishes,Hero Cosmetics,soin_cible,,,8.95,4.5,5240,656,patch microneedle/BHA,"acne, comedones, fine_lines, flaking, pores, shine","grasse, mixte, normale, seche",pm,3x/sem,⛔,⚠,2,3,5,oui,0.82,👍 oui,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find the pimple patches effective, particularly for deep pimples, and appreciate their quality and ease of use. The adhesiveness receives mixed feedback - while some say they stick well, others report they don't adhere at all. Customers disagree on the comfort level, with some experiencing…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/141_B0BPDBYRTZ.png
142,CeraVe Skin Renewing Night Cream,CeraVe,hydratant,oui,riche,15.44,4.6,56430,196,"peptides, ceramides, niacinamide","fine_lines, flaking, pores, redness, shine, tone_evenness, wrinkles","grasse, mixte, normale, seche, sensible",pm,daily,ok,ok,0,2,4,oui,0.87,⚠️ prudence,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find this night cream moisturizing and effective, particularly for dry skin and eczema, with a luxurious feel that's not greasy. They appreciate its quality and consider it reasonably priced. Regarding skin compatibility, while some customers report it doesn't irritate sensitive skin, othe…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/142_B00SNPCSUY.png
